title,body,labels,milestone
V1-ST-109 E2E adversarial cross-tenant e permissions,"Story: V1-ST-109
Epic: EPIC-17 Production Readiness & Repository
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.
- [ ] Teste negativo A→B comprova negação de acesso.
- [ ] Least privilege e server boundary permanecem explícitos.
- [ ] State machine inválida falha fechado.
- [ ] Evidência/outcome respeitam idempotência e auditabilidade.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p0,runtime",Production Foundation
V1-ST-110 Backup/restore/rollback drill,"Story: V1-ST-110
Epic: EPIC-17 Production Readiness & Repository
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.
- [ ] RTO/RPO alvo registrado.
- [ ] Restore executado e evidência anexada.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p0,runtime",Production Foundation
V1-ST-111 SBOM + license + dependency + secret/security scans,"Story: V1-ST-111
Epic: EPIC-17 Production Readiness & Repository
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.
- [ ] Scan gera artefato rastreável.
- [ ] Achados críticos/altos são resolvidos ou aceitos formalmente.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p0,runtime",Production Foundation
V1-ST-112 Observabilidade e correlation IDs ponta a ponta,"Story: V1-ST-112
Epic: EPIC-17 Production Readiness & Repository
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p0,runtime",Production Foundation
V1-ST-113 Configurar dev/staging/prod e promoção controlada,"Story: V1-ST-113
Epic: EPIC-17 Production Readiness & Repository
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p0,runtime",Production Foundation
V1-ST-114 Aprovar e ativar versão jurídica de Data Submission Attestation,"Story: V1-ST-114
Epic: EPIC-18 Activation Decisions
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.
- [ ] State machine inválida falha fechado.
- [ ] Evidência/outcome respeitam idempotência e auditabilidade.
- [ ] Sem attestation ativa/válida o fluxo falha fechado.
- [ ] Retenção, scan e acesso seguem governança aprovada.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p0,runtime",Production Foundation
V1-ST-115 Implementar pipeline seguro de upload binário,"Story: V1-ST-115
Epic: EPIC-18 Activation Decisions
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.
- [ ] Sem attestation ativa/válida o fluxo falha fechado.
- [ ] Retenção, scan e acesso seguem governança aprovada.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p0,runtime",Production Foundation
V1-ST-116 Fechar metodologia de qualification e thresholds,"Story: V1-ST-116
Epic: EPIC-18 Activation Decisions
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.
- [ ] Plan tier não altera ranking.
- [ ] Policy/threshold ausente não exibe provider.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p0,runtime",Production Foundation
V1-ST-117 Fechar provider-plan eligibility,"Story: V1-ST-117
Epic: EPIC-18 Activation Decisions
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.
- [ ] Plan tier não altera ranking.
- [ ] Policy/threshold ausente não exibe provider.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p0,runtime",Production Foundation
V1-ST-118 Calibrar confidence engine com empresas piloto,"Story: V1-ST-118
Epic: EPIC-18 Activation Decisions
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p1,runtime",Production Foundation
V1-ST-119 Calibrar applicability setorial/operating traits,"Story: V1-ST-119
Epic: EPIC-18 Activation Decisions
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p1,runtime",Production Foundation
V1-ST-120 Executar spike Minimal vs Pydantic AI Slim,"Story: V1-ST-120
Epic: EPIC-18 Activation Decisions
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.
- [ ] Sem credencial de banco no agente.
- [ ] Tool allowlist, budget, timeout e evals estão evidenciados.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p1,runtime",Production Foundation
V1-ST-121 Migrar superfícies restantes para Precision Light V2,"Story: V1-ST-121
Epic: EPIC-18 Activation Decisions
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.
- [ ] Desktop/tablet/mobile verificados.
- [ ] Keyboard/focus/WCAG 2.2 AA validados.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p1,runtime",Production Foundation
V1-ST-122 Production Readiness Review e release candidate,"Story: V1-ST-122
Epic: EPIC-17 Production Readiness & Repository
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p0,runtime",Production Foundation
V1-ST-123 Piloto controlado com rollout/rollback,"Story: V1-ST-123
Epic: EPIC-17 Production Readiness & Repository
Status baseline: planned-production

Acceptance criteria:
- [ ] Contrato/decisão canônica permanece consistente.
- [ ] Testes proporcionais ao risco são definidos e executados quando o ambiente permitir.
- [ ] Nenhum dado fake é introduzido em superfície de produção.
- [ ] Documentação/traceabilidade são atualizadas.
- [ ] RTO/RPO alvo registrado.
- [ ] Restore executado e evidência anexada.

Source: docs/canonical/v1/delivery/STORIES_MASTER.md","story,p0,runtime",Production Foundation
